      #Energy        TDOS-UP        TDOS-DOWN
     -20.29229      20.86000      -0.09787
     -20.28229      16.87000      -0.03778
     -20.27129      12.86000      -0.01345
     -20.26129       9.20700      -0.00441
     -20.25029       6.17600      -0.00133
     -20.24029       3.87100      -0.00037
     -20.23029       2.26100      -0.00009
     -20.21929       1.22900      -0.00002
     -20.20929       0.62030      -0.00000
     -20.19829       0.29010      -0.00000
     -20.18829       0.12560      -0.00000
     -20.17829       0.05025      -0.00000
     -20.16729       0.01856      -0.00001
     -20.15729       0.00632      -0.00004
     -20.14629       0.00198      -0.00016
     -20.13629       0.00058      -0.00059
     -20.12529       0.00017      -0.00197
     -20.11529       0.00012      -0.00608
     -20.10529       0.00032      -0.01723
     -20.09429       0.00111      -0.04480
     -20.08429       0.00356      -0.10680
     -20.07329       0.01052      -0.23370
     -20.06329       0.02849      -0.46920
     -20.05329       0.07080      -0.86430
     -20.04229       0.16150      -1.46100
     -20.03229       0.33790      -2.26500
     -20.02129       0.64870      -3.22200
     -20.01129       1.14300      -4.20600
     -20.00029       1.84800      -5.04000
     -19.99029       2.74100      -5.54600
     -19.98029       3.73200      -5.61200
     -19.96929       4.66400      -5.24500
     -19.95929       5.35300      -4.57500
     -19.94829       5.65300      -3.82800
     -19.93829       5.51300      -3.26000
     -19.92829       5.01500      -3.09500
     -19.91729       4.35700      -3.47500
     -19.90729       3.79900      -4.42800
     -19.89629       3.59000      -5.84900
     -19.88629       3.90000      -7.51100
     -19.87529       4.77700      -9.09200
     -19.86529       6.12100     -10.25000
     -19.85529       7.70100     -10.73000
     -19.84429       9.19300     -10.41000
     -19.83429      10.26000      -9.36700
     -19.82329      10.65000      -7.86700
     -19.81329      10.27000      -6.24700
     -19.80329       9.20900      -4.84200
     -19.79229       7.71500      -3.90000
     -19.78229       6.12500      -3.53100
     -19.77129       4.76300      -3.69800
     -19.76129       3.86600      -4.23900
     -19.75029       3.53400      -4.90900
     -19.74029       3.72800      -5.44500
     -19.73029       4.28000      -5.64200
     -19.71929       4.94700      -5.40300
     -19.70929       5.46800      -4.76200
     -19.69829       5.64200      -3.85600
     -19.68829       5.37900      -2.86700
     -19.67829       4.71900      -1.95700
     -19.66729       3.80400      -1.22700
     -19.65729       2.81600      -0.70560
     -19.64629       1.91300      -0.37260
     -19.63629       1.19400      -0.18060
     -19.62529       0.68340      -0.08032
     -19.61529       0.35920      -0.03280
     -19.60529       0.17330      -0.01229
     -19.59429       0.07673      -0.00423
     -19.58429       0.03119      -0.00134
     -19.57329       0.01163      -0.00039
     -19.56329       0.00398      -0.00010
     -19.55329       0.00125      -0.00003
     -19.54229       0.00036      -0.00001
     -19.53229       0.00010      -0.00000
     -19.52129       0.00002      -0.00000
     -19.51129       0.00001      -0.00000
     -19.50029       0.00000      -0.00000
     -19.49029       0.00000      -0.00000
     -19.48029       0.00000      -0.00001
     -19.46929       0.00000      -0.00003
     -19.45929       0.00000      -0.00012
     -19.44829       0.00000      -0.00046
     -19.43829       0.00000      -0.00162
     -19.42829       0.00001      -0.00518
     -19.41729       0.00002      -0.01527
     -19.40729       0.00010      -0.04146
     -19.39629       0.00038      -0.10370
     -19.38629       0.00133      -0.23900
     -19.37529       0.00436      -0.50840
     -19.36529       0.01309      -0.99960
     -19.35529       0.03621      -1.81900
     -19.34429       0.09222      -3.07100
     -19.33429       0.21640      -4.82100
     -19.32329       0.46840      -7.05800
     -19.31329       0.93600      -9.66700
     -19.30329       1.72900     -12.43000
     -19.29229       2.96000     -15.05000
     -19.28229       4.70300     -17.19000
     -19.27129       6.95600     -18.56000
     -19.26129       9.60500     -18.93000
     -19.25029      12.42000     -18.21000
     -19.24029      15.09000     -16.49000
     -19.23029      17.28000     -14.00000
     -19.21929      18.66000     -11.11000
     -19.20929      19.02000      -8.20800
     -19.19829      18.28000      -5.63300
     -19.18829      16.54000      -3.58100
     -19.17829      14.03000      -2.10400
     -19.16729      11.14000      -1.14100
     -19.15729       8.23800      -0.57020
     -19.14629       5.66200      -0.26230
     -19.13629       3.60600      -0.11100
     -19.12529       2.12300      -0.04321
     -19.11529       1.15400      -0.01545
     -19.10529       0.57840      -0.00508
     -19.09429       0.26680      -0.00153
     -19.08429       0.11330      -0.00042
     -19.07329       0.04420      -0.00011
     -19.06329       0.01585      -0.00003
     -19.05329       0.00522      -0.00001
     -19.04229       0.00158      -0.00000
     -19.03229       0.00044      -0.00000
     -19.02129       0.00011      -0.00000
     -19.01129       0.00003      -0.00000
     -19.00029       0.00001      -0.00000
     -18.99029       0.00000      -0.00000
     -18.98029       0.00000      -0.00000
     -18.96929       0.00000      -0.00000
     -18.95929       0.00000      -0.00000
     -18.94829       0.00000      -0.00000
     -18.93829       0.00000       0.00000
     -18.92829       0.00000       0.00000
     -18.91729       0.00000       0.00000
     -18.90729       0.00000       0.00000
     -18.89629       0.00000       0.00000
     -18.88629       0.00000       0.00000
     -18.87529       0.00000       0.00000
     -18.86529       0.00000       0.00000
     -18.85529       0.00000       0.00000
     -18.84429       0.00000       0.00000
     -18.83429       0.00000       0.00000
     -18.82329       0.00000       0.00000
     -18.81329       0.00000       0.00000
     -18.80229       0.00000       0.00000
     -18.79229       0.00000       0.00000
     -18.78229       0.00000       0.00000
     -18.77129       0.00000       0.00000
     -18.76129       0.00000       0.00000
     -18.75029       0.00000       0.00000
     -18.74029       0.00000      -0.00000
     -18.73029       0.00000      -0.00000
     -18.71929       0.00000      -0.00000
     -18.70929       0.00000      -0.00000
     -18.69829       0.00000      -0.00000
     -18.68829       0.00000      -0.00000
     -18.67729       0.00000      -0.00000
     -18.66729       0.00000      -0.00000
     -18.65729       0.00000      -0.00000
     -18.64629       0.00000      -0.00000
     -18.63629       0.00000      -0.00000
     -18.62529       0.00000      -0.00001
     -18.61529       0.00000      -0.00006
     -18.60529       0.00000      -0.00022
     -18.59429       0.00000      -0.00080
     -18.58429       0.00000      -0.00264
     -18.57329       0.00000      -0.00797
     -18.56329       0.00000      -0.02208
     -18.55229       0.00001      -0.05614
     -18.54229       0.00005      -0.13100
     -18.53229       0.00021      -0.28050
     -18.52129       0.00077      -0.55120
     -18.51129       0.00253      -0.99480
     -18.50029       0.00767      -1.64900
     -18.49029       0.02132      -2.51500
     -18.48029       0.05438      -3.53600
     -18.46929       0.12730      -4.59900
     -18.45929       0.27340      -5.57400
     -18.44829       0.53900      -6.37100
     -18.43829       0.97540      -6.99500
     -18.42729       1.62100      -7.55900
     -18.41729       2.47600      -8.22900
     -18.40729       3.48000      -9.12500
     -18.39629       4.51500     -10.23000
     -18.38629       5.43500     -11.36000
     -18.37529       6.13200     -12.24000
     -18.36529       6.59100     -12.63000
     -18.35529       6.91800     -12.44000
     -18.34429       7.30100     -11.75000
     -18.33429       7.92000     -10.80000
     -18.32329       8.84200      -9.76500
     -18.31329       9.96500      -8.77100
     -18.30229      11.05000      -7.80600
     -18.29229      11.81000      -6.80000
     -18.28229      12.05000      -5.70300
     -18.27129      11.76000      -4.53400
     -18.26129      11.06000      -3.37500
     -18.25029      10.17000      -2.33500
     -18.24029       9.27400      -1.49200
     -18.23029       8.42600      -0.87890
     -18.21929       7.58500      -0.47610
     -18.20929       6.66600      -0.23690
     -18.19829       5.62100      -0.10830
     -18.18829       4.47900      -0.04540
     -18.17729       3.33600      -0.01747
     -18.16729       2.30500      -0.00617
     -18.15729       1.47100      -0.00200
     -18.14629       0.86450      -0.00060
     -18.13629       0.46720      -0.00018
     -18.12529       0.23190      -0.00012
     -18.11529       0.10570      -0.00031
     -18.10529       0.04422      -0.00103
     -18.09429       0.01697      -0.00326
     -18.08429       0.00598      -0.00953
     -18.07329       0.00193      -0.02560
     -18.06329       0.00057      -0.06324
     -18.05229       0.00016      -0.14370
     -18.04229       0.00004      -0.30020
     -18.03229       0.00001      -0.57720
     -18.02129       0.00000      -1.02100
     -18.01129       0.00000      -1.66400
     -18.00029       0.00000      -2.49600
     -17.99029       0.00002      -3.45200
     -17.98029       0.00008      -4.40900
     -17.96929       0.00028      -5.21600
     -17.95929       0.00099      -5.75000
     -17.94829       0.00314      -5.97500
     -17.93829       0.00918      -5.96600
     -17.92729       0.02469      -5.89500
     -17.91729       0.06109      -5.96600
     -17.90729       0.13900      -6.33200
     -17.89629       0.29110      -7.03200
     -17.88629       0.56090      -7.98000
     -17.87529       0.99470      -9.00100
     -17.86529       1.62400      -9.89500
     -17.85529       2.44400     -10.51000
     -17.84429       3.38900     -10.78000
     -17.83429       4.33900     -10.72000
     -17.82329       5.14400     -10.41000
     -17.81329       5.67600      -9.94600
     -17.80229       5.89000      -9.36300
     -17.79229       5.85700      -8.65900
     -17.78229       5.75300      -7.79800
     -17.77129       5.79400      -6.75800
     -17.76129       6.15400      -5.56800
     -17.75029       6.89300      -4.31700
     -17.74029       7.92900      -3.12400
     -17.73029       9.06800      -2.09800
     -17.71929      10.07000      -1.30300
     -17.70929      10.73000      -0.74600
     -17.69829      10.96000      -0.39310
     -17.68829      10.79000      -0.19050
     -17.67729      10.33000      -0.08479
     -17.66729       9.73700      -0.03466
     -17.65729       9.09700      -0.01301
     -17.64629       8.42900      -0.00448
     -17.63629       7.68200      -0.00142
     -17.62529       6.79000      -0.00041
     -17.61529       5.73500      -0.00011
     -17.60529       4.56900      -0.00003
     -17.59429       3.40100      -0.00001
     -17.58429       2.35000      -0.00000
     -17.57329       1.50100      -0.00000
     -17.56329       0.88340      -0.00000
     -17.55229       0.47840      -0.00000
     -17.54229       0.23810      -0.00000
     -17.53229       0.10890      -0.00000
     -17.52129       0.04571      -0.00000
     -17.51129       0.01761      -0.00000
     -17.50029       0.00623      -0.00000
     -17.49029       0.00202      -0.00000
     -17.48029       0.00060       0.00000
     -17.46929       0.00016       0.00000
     -17.45929       0.00004       0.00000
     -17.44829       0.00001       0.00000
     -17.43829       0.00000       0.00000
     -17.42729       0.00000       0.00000
     -17.41729       0.00000       0.00000
     -17.40729       0.00000       0.00000
     -17.39629       0.00000       0.00000
     -17.38629       0.00000       0.00000
     -17.37529       0.00000      -0.00000
     -17.36529       0.00000      -0.00000
     -17.35529       0.00000      -0.00000
     -17.34429       0.00000      -0.00000
     -17.33429       0.00000      -0.00000
     -17.32329       0.00000      -0.00000
     -17.31329       0.00000      -0.00000
     -17.30229       0.00000      -0.00000
     -17.29229       0.00000      -0.00000
     -17.28229       0.00000      -0.00000
     -17.27129       0.00000      -0.00000
     -17.26129       0.00000      -0.00002
     -17.25029       0.00000      -0.00008
     -17.24029       0.00000      -0.00030
     -17.23029       0.00000      -0.00110
     -17.21929       0.00000      -0.00363
     -17.20929       0.00000      -0.01105
     -17.19829       0.00000      -0.03088
     -17.18829       0.00000      -0.07935
     -17.17729       0.00000      -0.18760
     -17.16729       0.00000      -0.40810
     -17.15729       0.00000      -0.81780
     -17.14629       0.00000      -1.51100
     -17.13629       0.00000      -2.57600
     -17.12529       0.00000      -4.06200
     -17.11529       0.00000      -5.93900
     -17.10529       0.00000      -8.07900
     -17.09429       0.00000     -10.28000
     -17.08429       0.00000     -12.30000
     -17.07329       0.00002     -13.95000
     -17.06329       0.00008     -15.13000
     -17.05229       0.00032     -15.81000
     -17.04229       0.00115     -16.00000
     -17.03229       0.00380     -15.67000
     -17.02129       0.01151     -14.81000
     -17.01129       0.03206     -13.42000
     -17.00029       0.08219     -11.56000
     -16.99029       0.19390      -9.39700
     -16.98029       0.42140      -7.16000
     -16.96929       0.84430      -5.08800
     -16.95929       1.56200      -3.36100
     -16.94829       2.67300      -2.05700
     -16.93829       4.23900      -1.16500
     -16.92729       6.25200      -0.60950
     -16.91729       8.60300      -0.29430
     -16.90729      11.09000      -0.13110
     -16.89629      13.47000      -0.05378
     -16.88629      15.48000      -0.02033
     -16.87529      16.90000      -0.00708
     -16.86529      17.59000      -0.00227
     -16.85529      17.47000      -0.00067
     -16.84429      16.53000      -0.00018
     -16.83429      14.86000      -0.00005
     -16.82329      12.64000      -0.00001
     -16.81329      10.13000      -0.00000
     -16.80229       7.61200      -0.00000
     -16.79229       5.34500      -0.00000
     -16.78229       3.49500      -0.00000
     -16.77129       2.12300      -0.00000
     -16.76129       1.19500      -0.00000
     -16.75029       0.62260      -0.00000
     -16.74029       0.29980      -0.00000
     -16.73029       0.13330      -0.00000
     -16.71929       0.05468      -0.00000
     -16.70929       0.02068      -0.00000
     -16.69829       0.00721       0.00000
     -16.68829       0.00231       0.00000
     -16.67729       0.00068       0.00000
     -16.66729       0.00019       0.00000
     -16.65729       0.00005       0.00000
     -16.64629       0.00001       0.00000
     -16.63629       0.00000       0.00000
     -16.62529       0.00000       0.00000
     -16.61529       0.00000       0.00000
     -16.60429       0.00000       0.00000
     -16.59429       0.00000       0.00000
     -16.58429       0.00000       0.00000
     -16.57329       0.00000       0.00000
     -16.56329       0.00000       0.00000
     -16.55229       0.00000       0.00000
     -16.54229       0.00000       0.00000
     -16.53229       0.00000       0.00000
     -16.52129       0.00000       0.00000
     -16.51129       0.00000       0.00000
     -16.50029       0.00000       0.00000
     -16.49029       0.00000       0.00000
     -16.47929       0.00000       0.00000
     -16.46929       0.00000       0.00000
     -16.45929       0.00000       0.00000
     -16.44829       0.00000       0.00000
     -16.43829       0.00000       0.00000
     -16.42729       0.00000       0.00000
     -16.41729       0.00000       0.00000
     -16.40729       0.00000       0.00000
     -16.39629       0.00000       0.00000
     -16.38629       0.00000       0.00000
     -16.37529       0.00000       0.00000
     -16.36529       0.00000       0.00000
     -16.35429       0.00000       0.00000
     -16.34429       0.00000       0.00000
     -16.33429       0.00000       0.00000
     -16.32329       0.00000       0.00000
     -16.31329       0.00000       0.00000
     -16.30229       0.00000       0.00000
     -16.29229       0.00000       0.00000
     -16.28229       0.00000       0.00000
     -16.27129       0.00000       0.00000
     -16.26129       0.00000       0.00000
     -16.25029       0.00000       0.00000
     -16.24029       0.00000       0.00000
     -16.22929       0.00000       0.00000
     -16.21929       0.00000       0.00000
     -16.20929       0.00000       0.00000
     -16.19829       0.00000       0.00000
     -16.18829       0.00000       0.00000
     -16.17729       0.00000       0.00000
     -16.16729       0.00000       0.00000
     -16.15729       0.00000       0.00000
     -16.14629       0.00000       0.00000
     -16.13629       0.00000       0.00000
     -16.12529       0.00000       0.00000
     -16.11529       0.00000       0.00000
     -16.10429       0.00000       0.00000
     -16.09429       0.00000       0.00000
     -16.08429       0.00000       0.00000
     -16.07329       0.00000       0.00000
     -16.06329       0.00000       0.00000
     -16.05229       0.00000       0.00000
     -16.04229       0.00000       0.00000
     -16.03229       0.00000       0.00000
     -16.02129       0.00000       0.00000
     -16.01129       0.00000       0.00000
     -16.00029       0.00000       0.00000
     -15.99029       0.00000       0.00000
     -15.97929       0.00000       0.00000
     -15.96929       0.00000       0.00000
     -15.95929       0.00000       0.00000
     -15.94829       0.00000       0.00000
     -15.93829       0.00000       0.00000
     -15.92729       0.00000       0.00000
     -15.91729       0.00000       0.00000
     -15.90729       0.00000       0.00000
     -15.89629       0.00000       0.00000
     -15.88629       0.00000       0.00000
     -15.87529       0.00000       0.00000
     -15.86529       0.00000       0.00000
     -15.85429       0.00000       0.00000
     -15.84429       0.00000       0.00000
     -15.83429       0.00000       0.00000
     -15.82329       0.00000       0.00000
     -15.81329       0.00000       0.00000
     -15.80229       0.00000       0.00000
     -15.79229       0.00000       0.00000
     -15.78229       0.00000       0.00000
     -15.77129       0.00000       0.00000
     -15.76129       0.00000       0.00000
     -15.75029       0.00000      -0.00000
     -15.74029       0.00000      -0.00000
     -15.72929       0.00000      -0.00000
     -15.71929       0.00000      -0.00000
     -15.70929       0.00000      -0.00000
     -15.69829       0.00000      -0.00000
     -15.68829       0.00000      -0.00000
     -15.67729       0.00000      -0.00000
     -15.66729       0.00000      -0.00000
     -15.65729       0.00000      -0.00000
     -15.64629       0.00000      -0.00000
     -15.63629       0.00000      -0.00002
     -15.62529       0.00000      -0.00009
     -15.61529       0.00000      -0.00035
     -15.60429       0.00000      -0.00129
     -15.59429       0.00000      -0.00435
     -15.58429       0.00000      -0.01347
     -15.57329       0.00000      -0.03841
     -15.56329       0.00000      -0.10100
     -15.55229       0.00000      -0.24480
     -15.54229       0.00000      -0.54750
     -15.53229       0.00001      -1.13000
     -15.52129       0.00005      -2.15300
     -15.51129       0.00019      -3.78700
     -15.50029       0.00069      -6.15200
     -15.49029       0.00232      -9.23300
     -15.47929       0.00711     -12.80000
     -15.46929       0.02005     -16.41000
     -15.45929       0.05201     -19.42000
     -15.44829       0.12410     -21.25000
     -15.43829       0.27280     -21.47000
     -15.42729       0.55310     -20.04000
     -15.41729       1.03700     -17.28000
     -15.40729       1.80000     -13.76000
     -15.39629       2.90700     -10.11000
     -15.38629       4.38300      -6.85200
     -15.37529       6.20400      -4.28500
     -15.36529       8.28900      -2.47100
     -15.35429      10.52000      -1.31400
     -15.34429      12.74000      -0.64380
     -15.33429      14.78000      -0.29060
     -15.32329      16.44000      -0.12080
     -15.31329      17.49000      -0.04626
     -15.30229      17.73000      -0.01630
     -15.29229      17.04000      -0.00529
     -15.28229      15.45000      -0.00158
     -15.27129      13.15000      -0.00044
     -15.26129      10.46000      -0.00016
     -15.25029       7.74300      -0.00022
     -15.24029       5.32600      -0.00072
     -15.22929       3.39500      -0.00240
     -15.21929       2.00300      -0.00737
     -15.20929       1.09200      -0.02083
     -15.19829       0.54940      -0.05409
     -15.18829       0.25500      -0.12930
     -15.17729       0.10910      -0.28450
     -15.16729       0.04306      -0.57690
     -15.15729       0.01574      -1.07900
     -15.14629       0.00568      -1.86500
     -15.13629       0.00323      -2.98000
     -15.12529       0.00572      -4.40800
     -15.11529       0.01584      -6.04800
     -15.10429       0.04315      -7.70500
     -15.09429       0.10870      -9.12800
     -15.08429       0.25170     -10.07000
     -15.07329       0.53600     -10.36000
     -15.06329       1.04900      -9.96500
     -15.05229       1.88800      -9.01800
     -15.04229       3.12300      -7.77800
     -15.03229       4.75300      -6.57200
     -15.02129       6.65400      -5.70800
     -15.01129       8.57600      -5.39900
     -15.00029      10.19000      -5.70800
     -14.99029      11.20000      -6.54200
     -14.97929      11.44000      -7.67600
     -14.96929      11.00000      -8.81700
     -14.95929      10.16000      -9.67400
     -14.94829       9.32300     -10.03000
     -14.93829       8.85700      -9.76400
     -14.92729       8.93600      -8.91500
     -14.91729       9.49200      -7.61400
     -14.90729      10.25000      -6.07100
     -14.89629      10.84000      -4.51000
     -14.88629      10.92000      -3.11400
     -14.87529      10.34000      -1.99400
     -14.86529       9.12900      -1.18200
     -14.85429       7.47800      -0.64740
     -14.84429       5.67500      -0.32720
     -14.83429       3.98400      -0.15230
     -14.82329       2.58600      -0.06530
     -14.81329       1.55000      -0.02575
     -14.80229       0.85740      -0.00933
     -14.79229       0.43750      -0.00311
     -14.78229       0.20580      -0.00095
     -14.77129       0.08918      -0.00027
     -14.76129       0.03558      -0.00007
     -14.75029       0.01307      -0.00002
     -14.74029       0.00441      -0.00000
     -14.72929       0.00137      -0.00000
     -14.71929       0.00039      -0.00000
     -14.70929       0.00010      -0.00000
     -14.69829       0.00002      -0.00000
     -14.68829       0.00001      -0.00000
     -14.67729       0.00000      -0.00000
     -14.66729       0.00000      -0.00000
     -14.65729       0.00000      -0.00000
     -14.64629       0.00000      -0.00000
     -14.63629       0.00000      -0.00000
     -14.62529       0.00000       0.00000
     -14.61529       0.00000       0.00000
     -14.60429       0.00000       0.00000
     -14.59429       0.00000       0.00000
     -14.58429       0.00000       0.00000
     -14.57329       0.00000       0.00000
     -14.56329       0.00000       0.00000
     -14.55229       0.00000       0.00000
     -14.54229       0.00000       0.00000
     -14.53229       0.00000       0.00000
     -14.52129       0.00000       0.00000
     -14.51129       0.00000       0.00000
